formula,target
Cl1H5O2,5.2001
F1H2O2Rb1,4.0379
K7Li1Si8,1.7006
Er1Na1P2S6,2.5473
La1Mg1Na1O6Te1,2.4724
Br4Cs2Zn1,3.9976
Ge4O9Sr1,3.0119
Br3Gd2N1,3.1751
La1O12Sb5,3.0194
Na1O4Re1,3.6628
Er1O4Ta1,4.2036
Cu1Ge4Ho2O12,2.19
C3Fe1O3S1,2.5358
Bi1F5K2,4.7712
Cs5Fe1O4,1.4506
Rb2Se4W1,1.4659
H1Na2O9P3,5.21
Cl1F2O1P1,5.448
Ba5H1O13P3,4.5184
C6H12N6O8Pt1,2.6660000000000004
Ba1Cd2P2,0.7766
Al1Ba1H1Si1,0.6927
Ca2Fe7O11,0.3891
As1Cd2F1O4,1.8328
Cu1K1S3Zr1,0.7389
Ag4P2Se6,1.0749
B1H4K1,1.4006
Br6Cs2Pt1,1.3571
Ca2S4Sn1,2.0529
C3H9N3O2,4.8698
Al12Ca8O24Te2,3.1259
Cl6I1Se6W1,0.7991
Ag3Fe1O8V2,2.068
I7Nb3S1,0.8384
B12H16Na2O14S6,2.1592
C1Cl1H6N1O1,5.3264
F6Rb3Y1,5.0594
P2Se5,1.3199
Br1N1O3,2.2354
Cl3O2Re1,1.9508
Cs2P2S6,1.9251
Cu1N2Na5O12S4,1.5473
F6Mo1Na1Tl2,2.0679
Cd1Cr2O4,2.9553
F9K5Th1,5.7056
Cu3K3Nb2Se8,1.7884
Al1K2Na1P2,1.5126
Cl2Zr1,0.8416
N4O3S5,1.7646
Al4Cl14Te4,1.4353
Cs1H12Mg1O10P1,4.763
F1Mo1O4Y1,3.6441
Cl5Li1Yb2,3.5882
As1Cl13Nb1P1,2.5502
F12K2O1Zr3,5.4236
Ba1F5Fe1,1.7435
F5Mn1Rb2,1.6228
Bi1K1S4Si1,2.0398
H2Ni1O5Se1,0.9125
As1Li3O4,4.1272
P5Re2,0.6524
Cs6F18Mn6,3.482
C1Cl18Rb4Zr6,1.2656
O9Pr1Ta3,3.3099
H4I4K2O14Zn1,3.1952
F7In1Mg1Na2,5.0869
Al1Li1Mo2O8,3.5391
Ag3K3Nb2S8,2.325
F5Hf1Rb1,6.8049
O9P3Ru1,1.6964
B1O3Y1,5.1669
O6Sn3W1,2.0796
H1K1O7Se2V1,1.9581
Li1O2Tb1,2.0379
B4H20Mg1N4Na2,5.0485
Au3Er3Sb4,0.4738
Mo2Na2O7,3.1016
C4Cd1N6,3.0392
Ba2Cd1Te3,1.436
I6K2Tc1,1.2486
Cl2O4Pb1,1.2679
As2Fe1Li1O7,2.4
C2Cu1H6I1Se1,2.8022
Ba2S3,1.5852
N2Se1Zr2,0.3302
Cr1O6Tb1Te1,2.6525
Cu1Mn1O2,1.7892
O7S3Si2Y4,2.4813
Ca2O10Rb1Ta3,2.4464
K1Mn1Sb1,0.9473
Cl5Co1Cs3,3.4402
K4Re6Se12,1.1368
Bi1Cs2F6Na1,5.0202
Cl1O8Se2Y3,4.2068
F8Li4U1,3.6963
Na3Sb1,0.4539
F1Pr1S1,1.2709
B3Nd1O6,3.8171
Ba2Bi1Fe1S5,1.2882
Cu2Fe1Se4Si1,1.7193
Ba1Ho2S4,1.7427
Al5Er3O12,4.7586
H2Mg1Mo1O5,3.9685
Rb4Sn4,0.7305
Fe4O16Si2Sn7,1.8215
Al2Ge2O7,3.3521
I4K2O20U3,2.8273
As1C2F6H5O2,3.0573
As2Ba2Cd1,0.4143
Se5Th2,0.8749
Hg1P14Pb1,1.3058
Cr1F7Pb2,3.43
Be1F6Ho1K1,7.3882
As1Nb2Rb3Se11,1.1722
Se4V5,1.1521
Cd4I3P2,1.4179
F6Li1Nb1,5.4798
Cu1La1O1Se1,1.7275
Ce2K5Na1O24S6,5.4853
B0.667N0.667,4.4439
Be1F5K3,6.2059
Au2Ba1O4,1.6887
Bi1Mn2O6P1,2.4645
Cl1Mn1O3,2.0637
Ge1Li1Nd1O4,3.9745
Ba1O7U2,2.9088
Ce1O5Rh2,1.395
Ca1O5V2,1.6451
Ce2O9Si1Ti2,2.7181
F6Mn1Na3,1.3051
K2O14Te2U3,2.9393
C2H12N6O8S2Zn1,4.8417
F2H5In1N2,2.4407
Ba3O4P2Se4,1.3078
Cl1La1O4S1,1.5566
Ge1Mg1N4Sr3,1.4156
Li1P7,1.6471
C2H4Mn2O12P2,3.0780000000000003
Co1O3Si1,3.6069
As2B12,2.6544
C6Co1Li1N6Rb2,5.0293
Br2Cu2O6Sr2Te1,1.1185
Ce3Nb1O4S3,2.5104
Ba1Ca1Fe4O7,1.1923
Au2K2S4Sn1,1.5565
La1Rb1Se2,2.0459
F1O3P1Sn1,3.6028
In1Na5S4,2.057
B1C3K2N3,2.4531
Ga2Mn2Pr6S14,2.0674
H8K2O14V2,1.5294
Br1Se2Tl5,0.3185
Cl2H1N1O4S2,4.0461
Ge1K1O5Ta1,4.0262
Na2S5,1.7549
Bi2Cs2Pt1,0.4947
C2H9N7O6,3.2776
Ba1Cd1Sb2Yb1,0.1675
Ba2Cl7Er1,4.9503
F5O2Sb3,3.8101
I6In1O18Rb3,3.0206
C3H10I1N1,4.3326
Ca1H2O12P4,5.6844
Al1In1Se3,1.6974
H6Li2Pt1,2.6793
Cu1Dy3S7Si1,1.8387
Ag1O3Te1Tl1,2.6724
Cl1Fe2H3O12Te4,2.1082
As2O4Zn1,3.5281
Cl2Cu2O5Te2,1.2901
Ag1H2In1O8P2,3.2911
C1N4S3,1.9234
Cl8Os2S6Se2,1.4417
H2O3Se1,4.5128
Ca1Ni1O9P2V1,1.6027
F13K1Sb4,4.7521
Br2C4K2N4Pt1,1.9961
Li1Sb1Sr1,0.6702
Ba2N2Zn1,0.6096
Ag6As2O13V2,1.8401
O3.8Sr1Ti1.4,2.3055
La4O7Pd1,1.0981
Ag1As1Ba1,0.0393
Ga1N5Sr6,0.2953
Ba3Sn2,0.3717
Gd3In1Se6,0.4849
Rb2Se5,0.83
As2F18Pb1Xe3,2.5425
Ba1Mo2O14P4,2.8139
Be3F9K1Zn1,6.952999999999999
I1Na1O3,3.6855
O24P6Sr1Zr4,4.3789
Au1C2K1N2S2,2.7705
K2Se4W1,1.3216
Br2C1Se4,1.505
C1Cl1H4N5,3.3782
B1O3Sc1,4.6182
Ce4O4Se3,1.3516
C6Cl6H16O14Ru3,1.5108
Mo3O10Rb2,3.318
B1Bi1,0.2191
Ba1Cd1F1Sb1,0.3796
Cl3La4N1S3,2.9981
Li1N4Re1Sr2,1.8785
F4H2Mn1O1Rb1,1.9182
Ag1Fe1O7V2,2.0798
Ba17Dy16O57Pt4Zn8,2.6203
Ba1F5Ga1,5.8636
Cu3K1S2,0.6995
Ag1O2Sc1,2.4628
Al2Ba5Er2O13Zr1,2.5874
B1Br3P4S3,2.6959
Cr1Li1O7P2,3.0256
Al1Ce3Mg1S7,2.3733
Cl3Rh1,2.1953
B2Ga2O7Sr1,4.0216
Nd2S5Th1,1.359
Cl8O2Se4Te3W2,0.8202
C4Co1H8O8,2.7981
Na1O6Ru1Sr3,1.4291
Al3F12K2Na1,6.7925
Br7Fe1Se1,0.3228
K2Pd1Te2,0.7916
C3Ga1N1Si3,2.5992
As4Ga1Na3Sr3,0.4356
As1Cl1O2Pb1,3.3329
Co4Na10O9,1.6086
F2O1S1,5.266
F7Li3Th1,5.6008
Bi1Na3O3,2.9059
Ba5Li2O15W3,2.0695
H6O12P3Sc1,5.3982
Cl1N2S1Se2,1.4695
Dy1O2Rb1,3.6008
F14Sr4Zn3,5.8499
Br6C4H16N2Sn1,1.4745
Ag1Mn1O4V1,2.1854
In1Mo2O8Tl1,3.6602
Cs3F6Tl1,3.3288
Cd2Na14O9,1.4275
O3Pr1Rh1,1.1234
Bi2C30H34N2Ni10O18,1.3496
Co2Na3O6Sb1,2.1073
Er2Mn2O7,0.9107
K2O9Si3Sn1,3.4705
Cl3H12N5O1Os1,2.7494
K3Li1Na2O6Te1,2.2191
Cu1In1O5P1,1.5622
Ca2H16Li2O26P6,5.2559
Bi1Cu3I1O8Se2,0.9541
Ag3P11,0.9127
H12Mn1N2O10S2,4.3668
Br9Mo2Rb3,1.2287
H24O20Rb4Te2,3.0263
Cl4S1Sm2,0.9943
Se2Tl2,0.1079
Cl1F1,2.0695
I6Nb2Te2,1.0296
Na2S5Si2,3.5235
Ba5N6Si2,1.4085
Cl8Ga2Ni1,2.9466
Ba1O8P2Zr1,4.1487
Al1F3H2O2Pb1,4.4897
Li1Nd1O4Ti1,3.0225
Ca3Cr1N3,1.4152
Mo2O11Pb1Se2,2.3888
Bi1Ge1Rb1S4,1.9813
Li8O6Si1,4.4532
F1Na5O16Si4Y4,4.7718
B1H1K1O9P2Sc1,5.2277
O4Sr2U1,1.0149
B2F8H6N2,7.4411
Al1H1Si1Sr1,0.6106
Cr1Mo1O7V1,2.4684
O3Rb1Re1S1,2.857
Br3Nb1Se1,0.9657
Ce1Te2Tl1,0.1649
Ag1C1H3N2,3.148
F1K1O2Se1,3.3248
Br3In1K1,2.3217
Eu1I3O9,0.2321
Ca2Se4Si1,2.4027
H4Na2Pt1,2.5203
Hg1Rb2Sn1Te4,0.531
Cl2O6Pb1,4.3401
Mo1O7Se1Zn2,3.7918
H7K2O9P3,6.4509
Br2O6Sr1,4.2217
Cs1O4P1Zn1,4.103
Cl8Ir1K3Sn1,2.0064
P2Pb1Rb4Se8,1.6585
H5N1O3Se1,4.4165
As2Cl3Hg3Tl1,0.8277
I1Nb2Te6,0.6782
S3Te1Tl2,1.3204
Hf2Ho2O7,3.1166
Cr1K3Mn1O8,0.8319
Ba1Er2O10Si3,4.7929
Br1.6Cl0.4Sr1,4.444
Al1K6Na3Sb4,0.7457
Al1Fe1O5P1,3.3239
As1Rb3Se16,0.9046
Ga1I3O9,3.2983
C2Cl2H9N5O8,4.3566
Cu1Eu1F1Te1,1.6063
B1C1H5N2,5.4506
As1C5F7N1O5Re1S1,2.352
Cl2I2Ta1,1.4072
Br1C5O5Re1,2.4896
Co1H4N2O4S1,2.7273
As1Na5O5,1.4273
Cr1F3O1,2.1478
Ca1N2O6,3.6402
B3Ba3In1O9,3.5617
Br4Ga1K1,3.5899
La1O8Rb1W2,3.6428
Ag4Rb2S3,0.5924
Ba1Br1Cl1,4.9342
C5H10O5,6.4152
As2Cd3O8,1.7084
Br4Tl2,1.7089
C2Cl2H12N4O4S2Zn1,5.3773
Fe2O16P4Pb3,2.2686
Ca4O19P6,5.3295
H1I1O8S2,2.8331
B1Mg3N3,1.3737
In3O8P2,3.1027
C10Cs1,0.7461
Br3Gd5O10Se2,3.4922
Ga2I3,2.205
Eu1O4W1,1.8772
Cr1N1O9Rb1U1,2.6874
Cl2Re6Se8,1.2354
Er2Mo1O6,1.9993
La5Li5N12Si4,2.3257
Ba5Ho8O21Zn4,3.5123
H24N8Ni1O10V2,2.1827
H1I1O4Zn1,3.4799
C2H18N18,1.9948
Co2O8Pb1V2,2.5231
Ga1La1O1Se2,0.044
Cs5Sb8,0.6054
Bi2Se2Te1,0.7564
Ga1In1O3,1.5028
Eu2O7Zr2,0.1307
Al4H3O15P3,5.5152
Rb2S5,1.771
Ag2C14F8H18O8S4,3.5308
B1K2Na1P2,1.7855
La1Nb7O19,2.4
Bi1Er1O9W2,2.6697
Cu3N5Sr6,0.6227
Ga4O8Ti1,2.7285
Cu1Pr1S2,1.3559
Cu2S13U6,1.1179
H6Li2N3Rb1,0.4608
F6P1Tl1,6.3827
B5H2Li3O10,5.8878
Ba1Nd2O7Sc2,3.6336
Cr1O4P1,2.3387
Na1Nd1O8S2,3.4615
Tb1Te2Tl1,0.6179
Mn4O9Ta2,2.6299
Cs8O19Ta6,3.4803
C8H24Mn1N2Se10Sn4,1.3484
As1C1F6H3O2,5.2651
C2N2Zn1,6.066
Ba3O14Pb1V4,3.147
Li1Rb2S4Ta1,2.8193
Al2Gd2O7Sr1,3.5876
Al1Ba2In1O5,2.0592
Br3Cd1H5N2,2.9161
B1Ba1Li1O3,4.394
C3H9P1,4.1612
As2Ba2Mn1O8,2.5610000000000004
Bi2I1Nd1O4,1.2754
Ag15Cl3P4S16,1.7522
In2S6Zn3,0.2641
Cl3O1W1,0.5791
Cd1Cu1F4,2.6212
Au1I2K5O2,1.9767
Ag1K3Se8Sn3,1.1477
Ge1Na2O6Te1,2.6547
As1Au1Na2,0.649
Al2Ba3N4,1.5689
Rb4Si4,1.3536
Al1Nb1O8Sr4,3.2119
F2K1Mg2Na1O10Si4,5.2083
Ba1Se3,0.9308
B1P1S4,2.2292
Dy1P5,0.0768
As2K2Pd1,0.9343
B12H20N2,5.6543
Au3Dy3Sb4,0.4624
C5F5Mn1O6Te1,2.2399
O9Pr2W2,3.2247
C4H8In1N1O10,3.5664
As1H9N2O4,3.9734
C6H18N3O1P1,3.9102
Ba2Cu3S6V1,0.9233
Br2Hg2S2Sn1,2.3176
F1K2O3P1,4.4466
C2H2N2O1,3.888
Cu3Er2K1Se5,1.3079
C2Cd1H8N6O6S2,2.9703
C1Cl18W6,1.0922
B4W1Y1,0.2699
O9Re2V1,2.3038
Cl3H6O6Rb3Te1,3.3765
Br3Cs1Yb1,2.9563
Fe2K6S6,1.4093
H4S6Si4,3.3238
Au1I1Te1,0.9299
Bi1F6K1Rb2,4.7686
Cl1Ho1O3Te1,3.8552
Au1F11Th2,2.5904
F6Ni1Pt1,2.6446
Ag2Ge1Rb2S4,2.1538
Li2Ni1O3,1.3056
Co2O3Rb2,1.9432
Ca1N6,3.4107
As2O8Sr1Zn2,3.1638
K2Se2,0.71
Ga1K1Te2,1.2528
C4O4Tl2,3.3593
Be1H4O4Sr1,4.1604
Ca1O8P2Zn2,4.3175
Br3Ca1Cs1,4.3954
Ga4O9Sr3,2.9467
Br3Cd1In1,2.1923
Cs3Na2P3Sn1,0.9748
As2Co1O7Sr1,0.336
H6Li4Os1,3.1628
C4Hg1N4Rb2,5.8245
F5Ru1,1.7651
Gd1K1Na1O5Ta1,3.6029
H6N1Ni1O5P1,3.8001
In2Na6S6,2.3287
O7Y2Zr2,2.7011
Ba1Nb2O11V2,2.3349
K6Mg1O4,1.6816
Cl2F6I1Sb1,1.8813
Al1I4In1,3.0029
Cs1Dy1Te3Zn1,1.4548
Cu1O7Rb4Si2,1.6805
Cs1Lu1S2,2.0697
C3K3Na1O11U1,3.2079
B13C2Li1,2.5448
Fe1S5Th2,1.7058
C4H2O4,2.8678
Cu1Ge4O12Tb2,2.1957
B1La6N3O6,0.9252
As4Ge2Sr3,0.7729
Cl4K3N1O3Zn1,3.3007
La1Se1.9,0.4602
C1Li2N2,3.7212
Cl7Nb3O5Rb2,2.6022
H4O4P2Pb1,3.882
Ba1Mg1O7Te2,1.8425
Na3P1S4,2.2629
C4H4N4,3.5925
Cl9Cs3In2,3.5417
Be2K2Na4O5,2.4609
Cs2Cu2Sb2Se5,0.9926
Ba1Cd1Ge1S4,2.6847
Br4O1Rb6,1.527
B2F4,4.877
F5Na1Te1,5.2523
Ag1C6F6N4O2Sb1,2.4426
C10Cl4Ga1H30N2P1Si3,3.1536
La1Rb1S2,2.4036
H2Na1Nd1O9S2,4.0096
K4Mo8O52P12,2.0989
Br1Hg1I1,2.2562
B3Eu4Li1N6,0.5511
B1Br1Eu2N2,1.4828
Ba1Cl5Gd1,3.8959
Na1O6Si2Tb1,4.3029
Li3Na1Si6,0.1264
Be1Na1Sb1,0.8879
B1C4Cu1N4,3.5248
Cu2In2S6Si1,0.8341
As1F6N1S2,2.595
Br2C4Mg2Na6O12,3.8894
Al12Nd4O32Pb8,2.9997
Sc2Sr1Te4,0.7125
C2H11Mg1N1O10,2.9944
Ba2Ni1O6U1,3.0342
Ca1I2,3.7959
B1Ce1S3,2.4446
Gd3O7Re1,0.6893
Pt4Rb2Se6,1.0925
Cl2O1Pd2,1.4743
H9Na1O6Zn1,3.9952
Sc1Te2Tl1,0.3698
As4C4F12,3.3073
C2N2Se1,3.4667
Cl3Er1O12,5.0196
Al1Br7Se1,2.1722
C1H1O2Rb1,4.4349
Ba1Cu1Se3Y1,1.1069
Cr2K2O12U2,1.8528
H12In1N1O12S2,3.9873
H6Li6O21P6,5.2955
Br3N1Se2,1.2382
I4K2Mo1O14,2.9688
Li4O8V3,0.8176
H2Mg1O8Se2,3.2439
B5H8K1O12,5.5957
Cu1O2Pr1,2.9012
Ho4O14Si4,4.6125
As4Ba3O19U2,3.2869
Ca3Li1N5Si2,2.4415
C1Cl3F3Si1,6.1572
Cs3F7Ni1,0.7381
Ga1H1O2,2.9643
Mo3O12Y2,3.4431
Na2O1S2Ti1,2.7587
H2K1Li1O5W1,5.0486
F3Ga1H3N1,2.0555
Ag1Ba1F1Se1,1.6025
Se11Ta2Tl4,1.1425
Bi1Br1O2Sr1,3.1648
N1O2Tl1,1.6442
Ba1O4Si1Zn1,4.0044
P1Se3Sn1,1.3247
I4Pt1,0.815
Re1Se2,1.1774
Br1Hg3I1Te2,1.2808
Cl2O1,1.0613
As1Li1Zn1,0.9409
Cl5Fe1Tl3,2.7207
Ge1P4Sr4,1.0416
C4Cl6H16N2Sn1,2.5433
C1H5Na1O4,4.7708
Br1Cl1,1.7512
Cu1Se7Sn1Tb3,0.9258
Cu1Mo2O8Y1,2.1063
Cu2I6Tl4,1.8163
Al1I3O9,3.3319
Cl4Cs2Mg1,5.0233
C1H8N4O4S1,5.1225
Cl5P4S4Ta1,1.9987
Cs2Sn1Te4,0.6017
Ca1Fe1Ge2O6,1.2116
Na2O3Pr1,1.3468
Mn2O12Rb2S3,4.5585
Bi2Li8O10Pd1,1.2482
Ag1C2N2Na1,3.5237
F1Fe1O3Te1,2.1829
C2Cl4Cu1H10N2,1.2083
Na4Nb8O32P4,2.2857
F6Nb1Rb2,1.2539
Ba1Ge1O3,3.4902
O4Rb2W1,4.4489
Fe1Li1Mo2O8,2.4373
Cu2O10P2U1,1.2567
F1Mo1O4Tb1,3.6655
Ba2O7U2,3.1495
Al1F4H4N1,6.7912
Cl5P1,1.7596
Mo2O16P4Pb2,1.152
Ga2K6O6,2.6619
Ag2C6Cl1H12N3,4.1523
C4N4Ni1Zn1,4.1432
Ce1Cs1S2,2.2811
Al1F6Li1Yb1,2.6252
Cu1H6O7S1,2.0143
C4Mn1N1O5,2.3186
Bi2Ge1Te4,0.5909
C4H12I1N1O3,3.9603
Li3N4Nb1Sr2,2.1437
Br1La3S8Si2,2.7735
H12K2O14Ru1S2,3.114
Ag1Pr3S7Si1,1.7907
Ba1O5Si2,4.3615
As2B4Cl4,3.3936
Cd1Cs1Se3Y1,2.1293
Ca3N3V1,1.1086
I3Pb1Rb1,2.4748
K4P8Te4,1.1891
Ba1Nb2O6,2.6385
La2O8S2Ta3,0.9695
Hg2O7P2,1.4774
Na2O4Pd3,1.1793
Br2H4Mn1O2,3.4295
Se4Tl4Zr1,1.2558
Ba3Ga2S6,2.6784
As2S3,2.0006
F6H8N2Sn1,4.6486
H16I2Mg1O8,3.7975
Cl10Mo2N4S4,0.7922
Al2Cs2O9P2,4.9061
Br3Cd4P2,1.3947
In6O12Re1,0.7090000000000001
H4O4V2,1.2990000000000002
Cd1P14Pb1,1.1937
Al4Be1Mg1O8,5.5277
Er1F6Na1Rb2,6.4913
Al1C8Ge2H24P1,3.8334
Cl4Cu4O12Te5,1.3717
Er1Mo4Na5O16,3.77
C4H5K1O15U2,3.2259
Cu1F11Na1Zr2,2.7598
K1P1Zn1,0.9864
Cs2Te13,0.4787
Fe2K3Na1O8,1.5974
Ca3O9Si2Zr1,4.4592
C2H2N4Ni1,2.4013
Ba2Ge1P2,0.5868
Ba1H6O8Si2,5.0576
As2Si1,1.0938
Hg9I6P5,1.3495
Ba2O5Re1,0.7949
B2Ca1O6Sn1,3.1742
K2O19Si8Zn2,4.6052
H4I3N1Pb1,0.9161
As1I3S24,2.1133
Br10Ni1Tb6,0.3551
C1Cu1H8N2O5P2,1.8615
Mn1Na2O15P5,1.2685
F1H3Si1,6.0317
Al4Ca2H10O21Si4,4.9892
Br10Rb1Re3,0.9023
H6Ru1Sr2,2.8478
C6Fe2O6Se2,2.1471
Al1F5H4Mg1O2,5.8141
B1K1Li2O3,4.0201
Fe1Ge2O7Tb1,2.5047
Al2B2O7Rb2,4.1606
Ga3O20P6Rb1,4.6538
C8I2Mo2O8,0.7348
Se9V2,0.9824
Cl18Rb2W6,1.1028
Li1Na1O6V2,3.0723
F6K2Na1Tl1,3.6391
Ce4Cl3N1S3,3.0405
Ba1Te3,0.7383
Na2O8Si3Zn1,4.2360000000000015
Cu1Nd2Rb1S4,1.1169
Ag2Bi1O3,0.6619
K2O12P3Pr1Zr1,4.3428
H6N4O4Pd1,2.579
Cu3F6O8P3Rb1,0.2473
Bi1Rh1Se1,0.2827
Bi9I3Rh2,0.4577
Ga1Ho3O6,3.5973
Ba2Cl7Y1,4.7066
As1Li1O5V1,1.4317
K1Mg1O9P3,4.9521
B9Cs1H14,3.7922
Ca1O4Rh2,1.7573
Cd1Cl4Cs2,3.3236
Er2Mg1Se4,1.3675
Ge3Rh2Se3,0.3423
Eu1Ho2S4,1.413
As1H1Mn2O5,1.3119999999999998
Ca1F6Rh1,1.2968
Ho1O6Rh1Sr3,2.8441
K1Na1Se1,2.0463
Ag3Cu1S2,0.5739
O13Te6Zn1,2.9949
H8O8Sn1Sr2,3.0286
Fe2Li2O4,1.0014
Bi1F1O1,3.1349
C1F2K2O6S2,5.6497
Ba2Co1O6Re1,0.2893
H3Na1O8S2Zn2,4.7539
C1Cl2Eu2N2,2.7875
Bi1Cd1Cl1O2,2.8823
Cs3I9Zr2,0.3998
Ge3Na1P3,1.0869
K1Nb5O13,2.6646
Al2Se3,1.7565
Cs1F2H1O6S2,5.6111
Cu3S8Ta2Tl3,2.1014
C1H9N7O3,3.1552
Cr5K1S8,1.2963
Ca2H6Ru1,3.054
Co1I12Tb7,0.2546
H1Li1O3P1Tl1,3.992
C1Cu1H1O5S1,3.6264
Ag1C1F3O6S2,4.0475
He2Ne1,14.2694
K8O24Sr2U6,2.9267
Ho2Mo1O6,2.0322
Ge1Sr2,0.377
Ag1Se27Ti6Tl5,1.122
Ag2Ge1Pb1S4,1.5918
F5N3W1,3.128
Ni1P1Se3,0.3336
F6K1Mo1Rb2,2.9131
Ca3In2O12Si3,3.7776
B8Ce2O15,5.0446
K1Sb2,0.2017
H10Mg3Rb4,3.4376
Br2C4Cd1H8N8,3.3817
Al3C3H9N1O14P3,4.9492
B3Ba5C1N1O9,3.3088
Ag1Cs2S4V1,1.3046
C4Cd1K2N4,6.0
Ca3Co1O6Sc1,2.9897
Bi4Cl1O8Ta1,1.1259
As1Li1O4Rb2,3.5532
H8Mg5O9,3.6134
Cd1Mn2O4,1.5225
Al1As1F1Na1O4,3.4558
Cl3H1La3O6Ta1,1.0173
Ce1Cr1S3,0.4397
La0.625Li0.125O3Ti1,2.3509
H3Na3O5Si1,3.9183
K1O4P1Zn1,4.3191
C2H6N4O4Zn1,4.9198
Cl6Pd1Rb2,1.2176
As1C1F9H3N1O1,4.7432
B4O7Rb2,4.581
As2Ge1Te4,0.24
Ga2O12S3,4.4667
Cr1Cs2F6K1,3.9692
F1Na1O4S1Zn1,4.8106
C12Ni4O18P4,3.4264
Cl8Ga2Hg3,2.4794
As1Hg1S3Tl1,0.192
C2H8N2O3,3.451
Ba2Fe1Se3,1.6801
Ba1Cu1Te3Y1,0.6231
H28N8O12P4,3.0803
In1S4Si1Tl1,2.5153
Nb2O9Zn4,3.1564
Ca2Cu1Fe1O3Se1,0.5118
H8Mn2N4S5Sb2,0.6722
Ca4Ge1N4,1.4172
Rb1S2Tb1,2.296
C1Cs2O3,3.3429
Ba1Cu2Se4Sn1,0.5828
H24Mg1O20P2Zn2,4.7282
C1Cd3H2O8Se1,2.8938
Gd1K1S2,2.1244
Bi1Li1Yb1,0.2468
B4Gd1Mo1,0.2213
F1Na3O4S1,2.2228
Cl4Lu1Na1,5.1863
Cl2Cu2O6Pb1Se2,0.9741
Cl6N2O2V1,1.3301
F6Ni1Sn1,3.2938
Co2K4O5Rb2,1.4469999999999998
B6Br1Cs3H12Se4,4.5047
C4Cl2H16N8Ni1S4,2.3734
B2Mg1O6Sr2,4.5996
C10Mn2O10,2.5058
Cu1K1S4Tb2,1.1813
Na2Pt1S2,1.4629
B1F4Rb1,7.6767
Cu2Na3O6Sb1,1.4204
H1O1Rb1,3.1298
Fe1O2Rb1,1.884
Ni1O9Se3Sr2,3.1591
Br1H6Na1O5,2.1673
Cl1Eu1O3Ti1,0.3272
C1H3O3P1Pb1,4.1263
Fe2Ge1Se4,0.8036
Cu4Ho4K2S9,1.122
Al6Ge6I2Na8O24,3.3466
Ir2P2Sr1,0.4370000000000001
Ag3F14Hf2,1.3399
In1Li1Mo3O8,1.7965
Cl3N3Ti1,2.6768
Cl5H2In1K2O1,3.6041
B2O6Pb1Zn2,3.7576
Cr1H6O6Rb3,0.3238
Mg1P1S3,2.8051
F1K1O3Xe1,2.1373
B2S4Sr1,2.8327
Cu1K1Na1O10Si4,2.3248
K2O9P2W1,3.7699
Ba2Lu1O6Ru1,1.0539
H9La1O12S2,5.1506
B3Ba5Br1O9,3.7573
Eu1Ga2Se4,1.5002
Ba1Cs2H6N2O12,0.7539
Br1H3Li4O3,4.4506
Al1C1F5O3Sr2,5.0615
C1Mn1Na3O7P1,3.5715
Ga1K2Li3O4,3.4914
As6Cl2O18Pb10,2.6527
Ca1Cu1P1,0.0758
Ba2O4Ti1,3.6237
As2Mo2O12Sr1,2.5683
Cl6Pt1Tl2,1.916
H3O4P1Sr1,5.7706
La2Mo4O18Sb2,3.2259
B2Mn1O4,4.4791
O6Rh1Sr3Yb1,0.3746
F6Ge1H10N4,4.6501
Al2Ca3F14Na2,7.1142
Na3S4Sb1,1.9199
K1Mo2O8Y1,3.4764
Bi2Dy4S9,0.9783
Cl3Y1,4.8567
F4H6O1,7.3658
Pb2S4Si1,2.2069
Bi2Br1Nd1O4,1.2472
Be2Gd2Ge1O7,4.285
Cl6Te6Zr1,1.0186
Cu1Na1S3Ti1,0.4973
H12Mg1N6O6,4.4918
Cu2Fe2O5S2Sr3,0.6873
Se6Si2Tl4,1.6051
Ca1In2O4,2.1275
Ca2P2S6,3.0754
B28,1.5406
As1Au1K2S4,1.1325
O3Pd1Se1,1.9685
As1S1Tb1,0.0755
As1I1Se1,1.3092
K10Mg1Mo7O27,3.6042
Ce1F4,2.7537
C2H8N1O2P1,4.9819
C1H6N6O4,2.5519
Ca1F6Si1,7.5218
Nb1S4Tl3,2.4822
As4K4Sn1Sr2,0.4962
Rb3Sb1Se3,2.3059
H6O6P3Yb1,0.6002
O6Te1Tl6,1.3546
C2Ho1K1O6,4.3266
B1Cr1O3,2.9234
Ge1La2Mg1O6,4.2908
As1B1Ba1F10,4.9437
Ce1Li2N2,1.8307
I7Se1Ta3,0.7004
Al1Cd1F6Na1,4.7116
Cl8O12Si8,5.674
B1Br1C4F4H11N1,5.0907
Ba1Co1O5Y2,2.795
Cl1Cs6Dy21S34,1.9608
Cs1F4Fe1,2.5218
Ba3Bi1Na1O6,1.7746
C3Cl2H13N3O1Pt1,2.8367
Co1N3O2S3,1.5343
La4O22Si4Ti5,1.4656
Ag1C4F1H8N8,4.0042
I12Nb2Se4Te4,1.053
Br1C1Cl1F1H3,2.694
N2Zn3,0.5708
Cl5K2U1,3.0810000000000004
C1H3Hg1N3,3.6406
Cu1Nd3Se7Si1,1.295
B2Cl1O4Pr1,3.8996
As1Cl1F8O1,2.9388
Br11Nb4Rb1,0.4962
Cd1Hg1O2,0.4955
Cl2Nb1Se2,1.0697
Ge2K2S5,2.3015
Ba1C8N8Pt2Rb2,2.4868
Ce1P1S1,0.2182
Cl12Os1Te2,0.9444
